Obstacles					Terrain		Terrain modifiers									Adjacent																																																																																																													Overlap																																																																																																												
Name	Id	Type	Id	Subtype	Name	Id	dirt	sand	grass	snow	swamp	rough	cave	lava	water	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef	dirt oak tree	dirt crater	dirt log	dirt flower	dirt lake	dirt mound	dirt mountain	dirt outcropping	dirt pine tree	dirt rock	dirt shrub	dirt stump	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	sand cactus	sand crater	sand sand dune	sand mountain	sand tree	sand skull	sand sand pit	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	grass oak tree	grass crater	grass log	grass flower	grass lake	grass mound	grass mountain	grass outcropping	grass pine tree	grass rock	grass shrub	grass stump	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	snow dead vegetation	snow frozen lake	snow mountain	snow outcropping	snow stump	snow rock	snow shrub	snow pine tree	snow crystal mine	snow gold mine	snow sawmill	swamp crater	swamp dead vegetation	swamp lake	swamp mandrake	swamp mountain	swamp rock	swamp shrub	swamp oak tree	swamp tree	swamp moss	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	rough rock	rough cactus	rough crater	rough mound	rough mountain	rough outcropping	rough tree	rough shrub	rough skull	rough log	rough stump	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	cave crater	cave dead vegetation	cave mushroom	cave lake	cave lava lake	cave lava flow	cave mountain	cave outcropping	cave rock	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	lava crater	lava dead vegetation	lava lava lake	lava lava flow	lava mountain	lava volcano	lava crystal mine	lava gold mine	lava sawmill	water rock	water reef
rough log	80	log	130	0	rough	5	5	0	5	5	5	5	0	0	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	10	5	5	5	10	10	5	5	10	10	5	5	5	5	5	5	10	5	5	10	5	10	5	5	5	5	5	10	10	5	5	5	5	10	5	5	5	5	5	5	10	5	5	5	5	5	5	5	10	5	10	5	5	5	5	5	5	5	5	5	5	10	5	10	5	5	5	5	5	5	10	5	5	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
rough stump	81	stump	153	0	rough	5	5	0	5	-10	5	5	0	0	-5000	10	5	5	5	5	5	5	5	10	5	5	-5000	10	30	5	5	30	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	10	5	5	5	10	10	5	5	30	10	5	5	5	5	5	5	10	5	5	10	5	10	5	5	5	5	5	10	10	5	5	5	5	30	5	5	5	5	5	5	10	5	5	5	5	5	5	5	30	5	10	5	5	5	5	5	5	5	5	5	5	30	5	10	5	5	5	5	5	5	30	5	5	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
rough rough veg clump	82	rough veg clump	209	0	rough	5	5	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	5	5	10	-5000	5	5	5	-5000	5	10	5	-5000	-5000	5	5	-5000	5	5	-5000	5	-5000	5	5	10	5	5	10	-5000	5	5	10	-5000	5	5	5	-5000	5	10	5	-5000	-5000	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	10	5	5	10	-5000	-5000	10	10	5	5	-5000	10	10	5	5	5	5	-5000	5	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
rough crystal mine	83	mine	53	4	rough	5	5	-10	0	-10	-10	10	-10	10	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	10	100	30	10	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	10	30	5	100	100	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	0	10	0	30	30	0	-5000	30
rough gold mine	84	mine	53	6	rough	5	5	-10	0	-10	-10	10	-10	10	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	10	100	30	10	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	10	30	5	100	100	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	0	10	0	30	30	0	-5000	30
rough sawmill	85	mine	53	0	rough	5	10	-5000	10	0	0	0	-5000	-5000	-5000	100	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	100	-5000	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	30	10	30	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	100	30	30	10	10	30	10	30	-5000	10	10	-5000	10	30	30	30	10	10	30	30	-5000	30	30	10	10	100	10	-5000	10	10	10	10	30	30	10	30	30	-5000	10	10	100	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	30	-5000	-5000	-5000	-5000	10	10	30	10	10	30	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	-5000	30	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	0	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	30	0	-5000	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000
cave crater	86	crater	118	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
cave dead vegetation	87	dead vegetation	119	0	cave	6	5	-5000	5	5	10	10	10	10	-5000	30	10	30	10	10	10	10	10	10	10	10	30	30	-5000	10	10	30	5	5	5	10	-5000	10	5	-5000	10	10	-5000	30	10	30	10	10	10	10	10	10	10	10	30	30	30	10	10	30	30	10	10	10	30	10	10	10	10	10	10	10	30	10	10	10	10	10	30	30	10	10	10	10	30	10	-5000	10	10	10	10	10	10	10	10	30	-5000	10	10	30	10	30	10	10	10	10	10	10	10	-5000	10	10	30	10	30	10	10	10	10	10	10	30	10	10	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000
cave mushroom	88	mushroom	129	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	-5000	5	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	5	5	5	5	-5000	5	5	5	-5000	5	5	-5000	5	5	5	5	-5000	5	-5000	5	5	5	5	5	-5000	-5000	5	5	5	5	5	5	-5000	5	5	-5000	5	-5000	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	-5000	5	5	5	5	-5000	-5000	5	5	5	-5000	5	5	-5000	5	5	30	5	5	5	5	5	5	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
cave lake	89	lake	126	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	10	5	5	5	-5000	5	5	5	10	5	5	5	10	30	5	5	10	-5000	5	-5000	5	10	5	-5000	-5000	5	5	10	10	5	5	5	-5000	-10	5	5	10	5	5	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	-5000	5	5	-5000	5	5	-5000	5	5	5	5	10	10	5	5	5	5	10	5	-5000	5	-10	5	5	10	5	5	5	5	-5000	5	5	10	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
cave lava lake	90	lava lake	128	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	5	-5000	5	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	-5000	5	5	5	5	-5000	-5000	5	5	5	-5000	5	5	-5000	5	5	5	5	100	100	5	5	5	-5000	5	5	5	5	5	30	30	30	30	5	5	5	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	-5000	-5000	-5000	-5000
cave lava flow	91	lava flow	127	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	5	-5000	5	5	-5000	-5000	5	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	5	-5000	5	5	5	5	-5000	-5000	5	5	5	-5000	5	5	-5000	5	5	5	5	100	100	5	5	5	-5000	5	5	5	5	5	30	30	30	30	5	5	5	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	-5000	-5000	-5000	-5000
cave mountain	92	mountain	134	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	10	10	10	10	10	10	-5000	30	10	30	10	10	10	10	-5000	-5000	10	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	10	-5000	-5000	-5000	10	30	10	10	10	10	-5000	-5000	10	10	10	-5000	-5000	10	30	10	10	-5000	-5000	10	10	10	10	10	-5000	30	10	10	10	10	10	-5000	-5000	10	30	10	10	10	5	30	10	10	10	10	10	5	5	5	10	10	10	10	10	10	10	100	30	30	5	100	100	10	10	10	10	10	-5000	-5000	5	5	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	10	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	0	0	-5000	30	10	10	-5000	30	30	30	-5000	30	0	0	-5000	-5000	-5000	-5000	30	-5000	-5000
cave outcropping	93	outcropping	136	0	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	10	30	-5000	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	30	-5000	30	5	30	30	10	10	10	10	10	30	30	30	30	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000
cave rock	94	rock	147	0	cave	6	-5000	5	-5000	-5000	-5000	-5000	10	-5000	-5000	10	10	10	10	10	10	30	10	10	30	10	10	10	10	30	30	10	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	10	30	5	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	10	30	30	10	10	10	10	10	5	30	30	10	10	10	10	10	10	10	30	30	30	5	30	30	10	10	10	10	10	30	30	30	30	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	-5000	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000
cave cave veg clump	95	cave veg clump	210	0	cave	6	5	5	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	5	5	10	-5000	5	5	5	-5000	5	10	5	-5000	-5000	5	5	-5000	5	5	-5000	5	-5000	5	5	10	5	5	10	-5000	5	5	10	-5000	5	5	5	-5000	5	10	5	-5000	-5000	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	10	5	5	10	-5000	-5000	10	10	5	5	-5000	10	10	5	5	5	5	-5000	5	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
cave crystal mine	96	mine	53	4	cave	6	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	10	10	10	10	10	10	-5000	30	10	30	10	10	10	10	-5000	-5000	10	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	10	-5000	-5000	-5000	10	30	10	10	10	10	-5000	-5000	10	10	10	-5000	-5000	10	30	10	10	-5000	-5000	10	10	10	10	10	-5000	30	10	10	10	10	10	-5000	-5000	10	30	10	10	10	5	30	10	10	10	10	10	5	5	5	10	10	10	10	10	10	10	100	30	30	5	100	100	10	10	10	10	10	-5000	-5000	5	5	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	10	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	0	0	-5000	30	10	10	-5000	30	30	30	-5000	30	0	0	-5000	-5000	-5000	-5000	30	-5000	-5000
